Customer ID,NumInvoices,TotalQuantity,TotalSpend,FirstPurchaseDate,LastPurchaseDate,UniqueProducts,Country
12449,1,724,8.93,2010-09-27 09:37:00,2010-09-27 09:37:00,9,Denmark
12450,3,314,69.49,2010-08-22 13:11:00,2010-11-05 16:27:00,25,Spain
12451,3,2784,356.87,2010-06-28 12:58:00,2010-09-02 15:38:00,147,Switzerland
12454,3,6696,69.56,2010-10-14 17:33:00,2010-11-09 10:09:00,8,Spain
12455,4,1211,573.11,2009-12-18 12:33:00,2010-09-20 14:39:00,120,Cyprus
12457,1,248,99.88,2010-09-30 17:59:00,2010-09-30 17:59:00,21,Switzerland
12458,2,477,93.65,2010-08-09 10:33:00,2010-10-08 11:36:00,43,Switzerland
12459,1,256,67.42,2010-04-13 14:53:00,2010-04-13 14:53:00,22,Spain
12460,1,168,63.86,2010-09-09 13:51:00,2010-09-09 13:51:00,17,Belgium
12467,1,129,14.56,2010-10-12 15:41:00,2010-10-12 15:41:00,9,USA
12468,3,1815,228.74,2010-01-26 10:09:00,2010-07-01 10:28:00,101,Germany
12469,2,2552,227.97,2010-06-21 10:30:00,2010-07-05 12:40:00,76,Thailand
12470,1,95,90.35,2010-01-19 11:01:00,2010-01-19 11:01:00,23,Unspecified
12471,44,8541,1823.68,2009-12-07 10:41:00,2010-11-30 14:35:00,156,Germany
12472,13,7153,1135.18,2009-12-14 10:49:00,2010-12-05 14:19:00,311,Germany
12474,11,3083,681.61,2010-02-11 09:41:00,2010-11-26 12:19:00,196,Germany
12475,1,234,67.84,2010-10-26 08:49:00,2010-10-26 08:49:00,24,Germany
12476,7,3190,1044.48,2010-07-26 09:04:00,2010-11-07 15:34:00,224,Germany
12477,3,2466,1044.22,2010-03-26 14:01:00,2010-11-05 09:35:00,209,Germany
12480,3,1232,248.14,2010-07-20 13:21:00,2010-11-05 15:08:00,78,Germany
12481,5,3932,428.2,2010-04-11 13:10:00,2010-12-09 10:13:00,138,Germany
12482,27,27040,276.08,2010-02-24 10:24:00,2010-05-12 16:51:00,41,Sweden
12483,11,1049,130.95000000000002,2010-01-31 13:28:00,2010-11-26 12:35:00,34,Sweden
12484,5,1072,322.91,2010-01-27 16:41:00,2010-08-13 13:45:00,109,Spain
12485,1,414,81.96,2010-06-28 15:22:00,2010-06-28 15:22:00,34,Sweden
12486,1,520,161.08,2010-10-04 12:14:00,2010-10-04 12:14:00,48,Sweden
12487,1,174,4.0,2009-12-09 11:36:00,2009-12-09 11:36:00,2,Sweden
12490,10,2816,430.49,2009-12-01 12:52:00,2010-11-26 14:16:00,116,France
12492,1,248,52.0,2010-11-01 14:58:00,2010-11-01 14:58:00,21,Germany
12494,3,275,96.29,2010-05-12 13:52:00,2010-12-09 11:31:00,27,France
12495,1,128,57.0,2010-03-09 10:53:00,2010-03-09 10:53:00,16,Sweden
12496,2,33,28.02,2010-03-29 13:57:00,2010-03-29 14:06:00,10,Spain
12497,2,4440,60.09,2010-03-05 09:39:00,2010-11-04 12:31:00,29,Germany
12499,1,300,44.9,2010-05-28 15:12:00,2010-05-28 15:12:00,26,Germany
12500,7,688,219.81,2010-02-04 15:05:00,2010-09-30 18:45:00,60,Germany
12503,1,560,1.6,2010-05-04 13:59:00,2010-05-04 13:59:00,1,Spain
12504,2,366,8.600000000000001,2010-04-22 10:24:00,2010-10-18 15:09:00,7,Germany
12505,1,318,158.35,2010-10-27 09:18:00,2010-10-27 09:18:00,41,Italy
12507,1,359,71.1,2010-05-04 09:23:00,2010-05-04 09:23:00,27,Spain
12510,5,1674,266.66,2009-12-04 13:47:00,2010-09-06 14:27:00,83,Spain
12511,1,1753,651.83,2010-10-07 10:39:00,2010-10-07 10:39:00,190,Greece
12514,1,400,59.3,2010-03-08 12:18:00,2010-03-08 12:18:00,33,Italy
12516,2,1064,58.33,2010-04-19 14:14:00,2010-10-05 09:43:00,37,Germany
12519,1,210,54.03,2010-08-20 08:21:00,2010-08-20 08:21:00,21,Germany
12523,12,1396,453.53000000000003,2009-12-07 13:46:00,2010-11-30 12:31:00,104,France
12524,9,3435,190.72,2010-02-08 14:41:00,2010-11-16 09:08:00,64,Germany
12525,3,504,162.35999999999999,2010-03-02 14:01:00,2010-07-29 16:08:00,55,France
12527,2,292,30.200000000000003,2010-06-28 15:37:00,2010-08-02 12:23:00,13,Germany
12529,1,192,63.86,2010-06-29 13:10:00,2010-06-29 13:10:00,21,France
12530,5,1788,171.6,2010-03-07 14:37:00,2010-10-20 15:15:00,65,Germany
12531,1,1065,242.85,2010-01-22 14:17:00,2010-01-22 14:17:00,109,Germany
12533,2,696,201.82,2009-12-01 11:50:00,2010-03-22 10:56:00,62,Germany
12537,1,446,85.68,2010-10-27 08:36:00,2010-10-27 08:36:00,42,Sweden
12538,1,145,53.67,2010-11-26 13:02:00,2010-11-26 13:02:00,13,Spain
12539,3,2467,735.48,2009-12-23 13:00:00,2010-09-15 09:50:00,126,Spain
12540,15,4291,748.9,2009-12-07 16:56:00,2010-11-26 10:43:00,170,Spain
12542,2,522,96.14,2010-03-09 16:26:00,2010-08-12 19:12:00,39,Spain
12543,1,683,84.37,2010-09-17 15:51:00,2010-09-17 15:51:00,42,Spain
12547,1,174,12.07,2010-07-27 13:55:00,2010-07-27 13:55:00,12,Spain
12549,5,1365,75.78999999999999,2010-01-11 12:29:00,2010-05-13 12:05:00,37,USA
12553,2,355,182.46,2010-10-12 13:35:00,2010-11-19 12:18:00,38,France
12554,1,237,71.43,2010-09-17 12:29:00,2010-09-17 12:29:00,25,Spain
12557,4,2398,54.230000000000004,2009-12-17 10:39:00,2010-12-03 12:20:00,15,Spain
12562,2,540,104.37,2010-09-30 13:13:00,2010-11-19 09:35:00,32,France
12563,1,112,22.98,2010-10-27 09:52:00,2010-10-27 09:52:00,12,Italy
12567,7,1756,682.03,2010-02-11 10:30:00,2010-12-07 10:36:00,145,France
12568,1,47,13.17,2010-03-05 09:15:00,2010-03-05 09:15:00,4,Germany
12573,4,395,204.69,2010-08-31 17:25:00,2010-11-23 13:01:00,83,France
12575,2,312,99.67,2010-07-01 09:15:00,2010-09-08 13:09:00,33,France
12576,3,525,114.78,2010-07-01 13:46:00,2010-11-12 12:44:00,50,Poland
12577,5,725,283.79,2009-12-03 19:31:00,2010-11-23 14:06:00,144,France
12578,2,1176,119.53,2010-09-22 11:19:00,2010-11-19 17:21:00,52,Italy
12580,1,328,70.61,2010-05-12 11:45:00,2010-05-12 11:45:00,33,Germany
12582,2,685,282.02,2010-05-11 09:55:00,2010-10-13 10:52:00,79,Finland
12583,13,3892,443.58,2009-12-06 11:57:00,2010-12-01 08:45:00,86,France
12586,3,608,435.32,2009-12-16 13:15:00,2010-11-30 10:47:00,76,Italy
12588,2,380,114.52,2010-04-21 12:22:00,2010-11-05 12:38:00,26,Finland
12589,4,1439,441.88,2010-01-19 12:26:00,2010-10-14 11:54:00,98,France
12591,2,444,145.1,2010-10-27 10:42:00,2010-11-14 14:32:00,37,Italy
12592,2,1578,66.82,2010-07-08 14:06:00,2010-07-08 14:26:00,30,Germany
12594,5,989,183.34,2010-03-03 13:51:00,2010-11-26 12:17:00,59,Italy
12595,1,270,42.62,2010-07-23 09:10:00,2010-07-23 09:10:00,18,Germany
12598,3,935,167.02,2010-03-01 09:58:00,2010-09-02 14:22:00,68,France
12599,6,1226,75.34,2010-05-11 10:42:00,2010-11-23 15:49:00,36,France
12600,11,621,233.99,2009-12-07 13:37:00,2010-12-03 12:57:00,30,Germany
12601,1,44,30.95,2010-10-31 10:57:00,2010-10-31 10:57:00,5,Germany
12605,3,921,115.03,2010-09-07 14:21:00,2010-11-28 14:18:00,62,Germany
12608,1,323,26.04,2010-10-31 10:49:00,2010-10-31 10:49:00,16,United Kingdom
12609,6,891,371.45,2009-12-20 13:30:00,2010-11-30 14:48:00,83,Germany
12613,5,2503,428.12,2009-12-14 13:10:00,2010-11-16 17:17:00,131,Germany
12615,4,1931,466.33,2010-03-18 14:09:00,2010-10-22 09:45:00,146,France
12616,1,212,62.949999999999996,2010-11-16 11:38:00,2010-11-16 11:38:00,21,France
12619,1,140,25.48,2010-05-28 12:52:00,2010-05-28 12:52:00,10,Germany
12621,16,6439,709.16,2010-02-09 12:01:00,2010-12-09 10:16:00,162,Germany
12623,6,1759,357.99,2010-01-12 11:45:00,2010-10-19 09:35:00,108,Germany
12625,2,1685,199.71,2010-04-22 11:33:00,2010-07-18 15:56:00,84,Germany
12629,2,713,99.9,2010-10-12 16:40:00,2010-11-19 09:18:00,39,Sweden
12631,5,1371,432.42,2010-01-15 14:50:00,2010-09-09 14:50:00,105,Finland
12632,2,689,42.17,2010-05-24 09:07:00,2010-07-07 09:39:00,31,Germany
12633,3,2060,554.46,2010-07-02 11:44:00,2010-11-22 13:09:00,181,Germany
12634,1,336,25.55,2010-06-09 15:41:00,2010-06-09 15:41:00,19,USA
12635,2,770,182.05,2010-09-09 10:50:00,2010-11-12 15:46:00,76,Germany
12637,4,1282,561.79,2010-06-14 13:36:00,2010-11-26 13:50:00,162,France
12638,1,84,22.0,2010-03-10 10:30:00,2010-03-10 10:30:00,8,Sweden
12639,2,427,97.99,2010-03-22 09:05:00,2010-10-01 12:17:00,38,Sweden
12643,5,2974,45.04,2010-04-07 14:16:00,2010-11-19 12:42:00,13,France
12644,3,706,272.37,2010-01-14 13:02:00,2010-10-05 10:23:00,75,Germany
12645,4,1031,156.8,2010-02-09 10:49:00,2010-10-26 18:44:00,71,Germany
12647,26,5335,1364.23,2010-01-13 15:06:00,2010-12-07 12:28:00,217,Germany
12648,3,354,136.52,2010-01-07 18:38:00,2010-09-28 10:35:00,31,Germany
12649,5,1365,164.66,2010-01-12 17:24:00,2010-11-22 12:57:00,74,Germany
12651,3,187,41.0,2010-08-31 15:21:00,2010-11-26 11:58:00,21,France
12652,1,31,15.0,2010-10-01 15:16:00,2010-10-01 15:16:00,3,Germany
12653,1,762,125.18,2010-07-01 09:56:00,2010-07-01 09:56:00,43,Israel
12655,1,79,69.85,2010-10-12 09:17:00,2010-10-12 09:17:00,15,France
12656,3,1123,345.77,2010-05-26 09:00:00,2010-10-10 10:43:00,107,France
12661,1,216,9.65,2010-09-29 16:46:00,2010-09-29 16:46:00,11,Sweden
12662,10,1504,463.4,2010-04-01 09:50:00,2010-12-01 13:04:00,93,Germany
12663,2,178,22.4,2010-02-09 14:28:00,2010-03-25 09:40:00,8,Germany
12664,2,288,21.78,2009-12-13 10:28:00,2010-07-13 13:28:00,3,Finland
12665,2,126,27.15,2010-02-08 15:11:00,2010-10-18 11:34:00,12,Germany
12666,1,370,119.25,2010-11-10 16:40:00,2010-11-10 16:40:00,31,Israel
12668,5,3402,1103.63,2010-01-31 15:45:00,2010-11-26 11:48:00,232,Germany
12670,2,226,91.21,2010-02-11 10:13:00,2010-11-19 10:05:00,20,France
12671,1,1459,122.69,2010-04-12 16:30:00,2010-04-12 16:30:00,44,Germany
12672,1,58,46.7,2010-04-23 09:57:00,2010-04-23 09:57:00,11,France
12673,1,346,78.35,2010-11-03 10:46:00,2010-11-03 10:46:00,31,Germany
12675,2,334,399.07,2010-05-10 16:44:00,2010-06-04 09:49:00,110,Italy
12676,4,1190,89.24,2010-08-13 13:29:00,2010-10-27 09:36:00,46,Sweden
12677,2,174,49.15,2010-02-11 13:55:00,2010-06-02 14:30:00,12,France
12678,6,11446,335.44,2010-01-07 16:46:00,2010-11-29 09:55:00,138,France
12681,23,9972,1943.45,2009-12-13 13:31:00,2010-12-07 10:08:00,340,France
12682,22,5383,1386.9,2009-12-01 09:28:00,2010-12-09 14:49:00,209,France
12683,8,2672,432.5,2009-12-13 15:01:00,2010-12-09 12:17:00,142,France
12686,1,106,4.81,2010-12-03 09:51:00,2010-12-03 09:51:00,6,France
12687,1,1402,284.93,2010-08-16 12:12:00,2010-08-16 12:12:00,125,Sweden
12691,1,50,19.55,2010-10-15 12:00:00,2010-10-15 12:00:00,6,France
12692,1,36,40.6,2010-03-12 14:02:00,2010-03-12 14:02:00,13,France
12693,3,273,134.4,2010-07-05 13:56:00,2010-11-08 14:57:00,34,Germany
12694,1,842,78.92,2010-10-14 19:39:00,2010-10-14 19:39:00,45,France
12695,3,232,170.51,2010-02-12 13:22:00,2010-06-29 16:12:00,27,France
12696,2,561,81.39,2010-07-19 10:02:00,2010-10-01 10:43:00,42,Finland
12698,1,108,63.6,2010-04-28 15:51:00,2010-04-28 15:51:00,15,Germany
12699,1,369,109.56,2010-10-18 12:07:00,2010-10-18 12:07:00,40,Germany
12701,4,1042,202.19,2010-03-16 13:23:00,2010-06-28 13:44:00,79,Germany
12703,3,426,106.67,2010-01-24 12:05:00,2010-03-16 13:22:00,43,Germany
12705,5,3182,557.58,2010-06-24 09:51:00,2010-11-21 13:59:00,195,Germany
12708,9,1197,432.44,2009-12-18 10:25:00,2010-12-06 10:43:00,79,Germany
12709,18,10027,834.6899999999999,2009-12-09 13:49:00,2010-12-08 09:49:00,150,Germany
12711,2,763,118.76,2010-02-01 11:30:00,2010-04-07 11:59:00,55,Germany
12712,10,1269,439.65,2009-12-09 10:46:00,2010-12-09 11:39:00,98,Germany
12714,7,5657,1041.4,2009-12-04 10:00:00,2010-11-16 18:10:00,323,France
12717,1,93,45.39,2010-04-28 14:34:00,2010-04-28 14:34:00,15,Greece
12720,5,1629,357.31,2010-07-21 09:46:00,2010-12-05 15:21:00,128,Germany
12721,2,690,280.18,2010-08-25 11:07:00,2010-11-19 15:13:00,72,France
12724,3,927,165.66,2010-06-22 14:00:00,2010-11-21 13:26:00,65,France
12725,3,1136,355.33,2010-05-04 13:59:00,2010-12-03 15:45:00,91,Italy
12726,4,1468,58.019999999999996,2010-03-25 16:25:00,2010-11-17 16:59:00,29,France
12727,3,721,165.08,2010-02-23 09:54:00,2010-09-23 10:45:00,43,France
12728,1,122,41.52,2010-11-21 11:34:00,2010-11-21 11:34:00,14,France
12730,1,227,213.05,2010-07-06 12:19:00,2010-07-06 12:19:00,46,Germany
12731,5,3204,409.53,2010-03-02 09:23:00,2010-09-23 15:12:00,72,France
12733,3,758,461.51,2010-01-19 13:23:00,2010-11-15 13:56:00,105,USA
12734,2,175,50.15,2010-11-12 13:26:00,2010-11-30 11:05:00,12,France
12738,1,147,25.45,2010-12-02 18:27:00,2010-12-02 18:27:00,10,Germany
12739,1,463,306.6,2010-11-10 14:27:00,2010-11-10 14:27:00,49,United Arab Emirates
12741,1,213,25.53,2010-06-24 16:24:00,2010-06-24 16:24:00,15,USA
12742,1,1359,114.48,2010-03-24 12:43:00,2010-03-24 12:43:00,67,United Arab Emirates
12744,4,1753,372.51,2010-04-27 16:19:00,2010-09-06 10:24:00,110,Singapore
12745,2,467,67.98,2010-05-14 16:50:00,2010-08-10 10:14:00,20,United Kingdom
12746,1,97,59.1,2010-06-17 10:41:00,2010-06-17 10:41:00,17,United Kingdom
12747,16,1483,665.91,2009-12-07 13:23:00,2010-12-05 15:38:00,67,United Kingdom
12748,133,13302,6384.19,2009-12-04 17:31:00,2010-12-09 13:22:00,1339,United Kingdom
12749,4,889,856.9399999999999,2010-07-06 15:05:00,2010-11-05 13:56:00,121,United Kingdom
12751,1,189,113.71,2010-09-21 12:49:00,2010-09-21 12:49:00,61,Brazil
12755,10,2290,116.81,2010-01-15 11:57:00,2010-12-09 10:44:00,31,Japan
12758,5,4020,540.95,2009-12-01 14:40:00,2010-09-06 13:02:00,146,Portugal
12759,5,2283,478.11,2009-12-04 10:47:00,2010-11-18 19:14:00,150,Netherlands
12760,1,196,47.56,2010-09-10 08:50:00,2010-09-10 08:50:00,20,Netherlands
12761,1,277,78.65,2010-09-01 10:47:00,2010-09-01 10:47:00,25,Netherlands
12763,1,196,28.99,2010-12-05 15:46:00,2010-12-05 15:46:00,16,Japan
12765,6,1002,90.33,2010-03-08 09:43:00,2010-08-24 13:51:00,48,Netherlands
12766,3,1785,324.03,2010-10-28 09:29:00,2010-12-08 13:53:00,131,Portugal
12767,1,598,90.08,2010-11-29 09:38:00,2010-11-29 09:38:00,43,Korea
12768,1,102,30.080000000000002,2010-09-15 12:08:00,2010-09-15 12:08:00,10,Korea
12770,1,1100,43.73,2010-09-09 11:43:00,2010-09-09 11:43:00,16,Japan
12771,1,102,56.849999999999994,2010-08-11 11:51:00,2010-08-11 11:51:00,14,Portugal
12773,1,109,12.11,2010-05-24 17:30:00,2010-05-24 17:30:00,6,Portugal
12774,1,52,8.8,2010-06-22 10:38:00,2010-06-22 10:38:00,5,Netherlands
12775,2,204,21.85,2010-10-26 14:24:00,2010-11-16 15:14:00,12,Netherlands
12776,1,45,2.12,2010-02-10 12:11:00,2010-02-10 12:11:00,3,Portugal
12777,1,458,83.21,2010-09-08 11:35:00,2010-09-08 11:35:00,26,United Kingdom
12778,3,903,122.17999999999999,2010-04-16 09:57:00,2010-11-08 10:51:00,54,Netherlands
12779,7,1617,329.97,2009-12-03 07:25:00,2010-12-03 13:40:00,84,Poland
12780,1,284,45.74,2010-04-20 09:40:00,2010-04-20 09:40:00,19,Netherlands
12782,6,918,364.28,2010-07-08 13:31:00,2010-11-30 11:37:00,93,Portugal
12784,1,575,235.12,2010-06-28 13:06:00,2010-06-28 13:06:00,71,Portugal
12785,2,317,176.04999999999998,2009-12-08 13:56:00,2010-06-22 12:16:00,35,Portugal
12786,1,320,40.800000000000004,2010-04-09 12:12:00,2010-04-09 12:12:00,17,Netherlands
12787,1,248,40.13,2010-10-22 14:57:00,2010-10-22 14:57:00,23,Netherlands
12788,4,190,47.1,2010-06-29 13:05:00,2010-09-02 14:21:00,19,Netherlands
12789,2,30,9.9,2010-01-15 12:06:00,2010-07-15 12:43:00,1,Netherlands
12790,1,139,68.42999999999999,2010-10-25 13:04:00,2010-10-25 13:04:00,15,Netherlands
12791,5,347,59.62,2010-03-25 17:29:00,2010-12-01 11:27:00,15,Netherlands
12792,1,175,72.78999999999999,2010-06-23 10:49:00,2010-06-23 10:49:00,21,Portugal
12793,2,228,56.05,2010-11-03 13:05:00,2010-12-03 15:14:00,22,Portugal
12796,1,180,11.7,2010-03-21 15:49:00,2010-03-21 15:49:00,6,Netherlands
12797,2,212,103.17,2010-10-11 12:53:00,2010-12-09 10:55:00,26,Portugal
12798,1,3199,21.34,2010-10-14 12:27:00,2010-10-14 12:27:00,25,Japan
12799,1,137,42.55,2010-06-28 15:57:00,2010-06-28 15:57:00,15,Japan
12800,2,281,74.46000000000001,2010-02-01 11:02:00,2010-08-26 14:11:00,30,Portugal
12801,1,500,189.87,2010-07-27 09:38:00,2010-07-27 09:38:00,49,Sweden
12802,4,1644,218.92000000000002,2010-05-25 09:34:00,2010-09-21 15:57:00,87,Netherlands
12803,1,867,84.79,2010-11-11 14:57:00,2010-11-11 14:57:00,54,Netherlands
12804,2,271,135.16,2010-07-27 13:52:00,2010-08-31 11:58:00,60,Netherlands
12805,4,581,145.75,2010-02-03 09:06:00,2010-11-23 12:27:00,43,Netherlands
12806,2,2084,125.75,2010-04-30 10:44:00,2010-05-16 13:49:00,56,Netherlands
12807,1,143,63.8,2010-11-21 14:21:00,2010-11-21 14:21:00,15,Sweden
12808,3,186,65.85000000000001,2010-09-03 10:24:00,2010-12-06 10:27:00,25,Portugal
12809,2,291,269.19,2010-03-02 14:19:00,2010-05-23 11:08:00,51,Portugal
12810,2,389,62.13,2010-02-01 09:52:00,2010-06-23 10:53:00,32,Japan
12811,2,202,60.0,2010-10-08 12:20:00,2010-11-26 09:49:00,22,Portugal
12813,3,1134,71.55,2010-01-15 16:52:00,2010-07-26 09:50:00,36,Netherlands
12817,2,164,62.39,2010-10-01 08:57:00,2010-11-05 08:28:00,15,Austria
12819,1,344,63.35,2010-09-07 15:20:00,2010-09-07 15:20:00,19,United Kingdom
12820,7,1244,283.64,2009-12-05 13:37:00,2010-11-07 14:26:00,87,United Kingdom
12821,1,92,16.29,2010-04-07 15:14:00,2010-04-07 15:14:00,7,United Kingdom
12823,13,700,86.05,2010-01-29 12:52:00,2010-11-10 12:22:00,1,United Kingdom
12825,2,139,147.74,2010-03-08 10:17:00,2010-07-06 13:56:00,20,United Kingdom
12826,6,937,157.91,2009-12-18 10:43:00,2010-12-09 15:21:00,53,United Kingdom
12829,1,174,35.129999999999995,2010-06-07 15:04:00,2010-06-07 15:04:00,8,United Kingdom
12831,2,168,34.67,2010-09-02 15:58:00,2010-09-02 16:00:00,13,United Kingdom
12835,41,2357,2246.32,2009-12-03 12:13:00,2010-10-08 10:59:00,138,United Kingdom
12836,11,1172,1140.19,2009-12-01 14:19:00,2010-11-15 16:22:00,173,United Kingdom
12837,1,185,299.82,2010-05-19 15:10:00,2010-05-19 15:10:00,73,United Kingdom
12838,9,1486,727.29,2010-04-26 09:59:00,2010-12-01 11:57:00,177,United Kingdom
12839,13,3042,614.24,2009-12-07 09:18:00,2010-12-07 15:48:00,112,United Kingdom
12840,3,747,147.06,2010-02-03 14:51:00,2010-09-28 17:58:00,57,United Kingdom
12841,17,2657,687.58,2010-07-08 15:38:00,2010-12-05 12:15:00,154,United Kingdom
12842,2,340,34.6,2009-12-02 08:15:00,2010-10-31 10:45:00,13,United Kingdom
12843,20,2247,440.09,2009-12-13 11:41:00,2010-11-22 13:31:00,74,United Kingdom
12844,2,98,204.21,2010-04-25 11:51:00,2010-09-23 16:23:00,43,United Kingdom
12847,1,624,44.67,2010-11-17 12:44:00,2010-11-17 12:44:00,34,United Kingdom
