Customer ID,NumOrders,TotalQuantity,TotalSpend,FirstPurchaseDate,LastPurchaseDate,UniqueProducts,Country,Recency,Duration,AvgSpendPerOrder,AvgQuantityPerOrder,Value
12376,2,237,24.4,2010-10-18 08:42:00,2010-11-15 12:15:00,10,Switzerland,24,28,12.2,118.5,Low
12377,2,1159,167.17,2010-04-29 15:34:00,2010-11-23 19:24:00,74,Switzerland,16,208,83.585,579.5,High
12378,1,787,360.97,2010-05-26 14:07:00,2010-05-26 14:07:00,82,Switzerland,197,0,360.97,787.0,Medium
12379,2,403,90.9,2010-06-23 12:49:00,2010-10-13 14:46:00,36,Belgium,57,112,45.45,201.5,Medium
12380,4,2204,490.79,2010-02-15 12:05:00,2010-08-31 14:54:00,117,Belgium,100,197,122.6975,551.0,High
12385,1,594,224.25,2010-11-25 15:14:00,2010-11-25 15:14:00,64,Belgium,14,0,224.25,594.0,Medium
12386,1,214,21.81,2010-12-08 09:53:00,2010-12-08 09:53:00,8,Australia,1,0,21.81,214.0,Low
12387,1,134,24.86,2010-10-20 16:27:00,2010-10-20 16:27:00,9,Australia,50,0,24.86,134.0,Low
12388,2,539,134.64,2010-05-06 12:54:00,2010-09-20 12:41:00,36,Australia,80,136,67.32,269.5,Medium
12389,3,614,130.06,2010-02-22 10:15:00,2010-11-02 11:52:00,41,Australia,37,253,43.35333333333333,204.66666666666666,Medium
12391,5,920,808.26,2010-02-15 10:12:00,2010-09-01 12:38:00,159,Cyprus,99,198,161.652,184.0,High
12392,1,73,35.25,2010-04-27 14:04:00,2010-04-27 14:04:00,7,Australia,226,0,35.25,73.0,Low
12393,2,495,119.45,2010-10-07 13:49:00,2010-11-22 16:10:00,38,Australia,17,46,59.725,247.5,Medium
12395,4,1604,221.65,2010-04-16 10:16:00,2010-12-03 16:35:00,82,Belgium,6,231,55.4125,401.0,High
12396,1,591,149.46,2010-02-03 13:22:00,2010-02-03 13:22:00,65,RSA,309,0,149.46,591.0,Medium
12399,3,1017,54.8,2010-03-05 08:45:00,2010-11-19 08:53:00,39,Belgium,20,259,18.266666666666666,339.0,High
12400,1,91,32.05,2010-10-21 13:45:00,2010-10-21 13:45:00,11,Australia,49,0,32.05,91.0,Low
12402,5,484,120.15,2010-02-07 12:41:00,2010-11-12 09:50:00,39,Belgium,27,277,24.03,96.8,High
12403,1,162,10.53,2010-07-06 11:39:00,2010-07-06 11:39:00,3,Denmark,156,0,10.53,162.0,Low
12406,3,1598,158.82,2010-01-11 14:04:00,2010-11-05 11:42:00,44,Denmark,34,297,52.94,532.6666666666666,High
12408,3,809,128.43,2010-07-29 13:27:00,2010-11-19 13:21:00,40,Belgium,20,112,42.81,269.6666666666667,Medium
12409,4,7592,464.74,2010-05-23 15:21:00,2010-10-15 10:24:00,125,Switzerland,55,144,116.185,1898.0,High
12410,1,128,35.87,2010-07-25 13:26:00,2010-07-25 13:26:00,13,Switzerland,137,0,35.87,128.0,Low
12411,1,138,74.7,2010-10-26 09:25:00,2010-10-26 09:25:00,22,Australia,44,0,74.7,138.0,Medium
12412,3,1162,106.57,2010-06-18 13:22:00,2010-11-02 17:02:00,49,Denmark,37,137,35.52333333333333,387.3333333333333,Medium
12413,1,31,90.7,2010-11-02 13:26:00,2010-11-02 13:26:00,12,Spain,37,0,90.7,31.0,Medium
12414,1,192,3.54,2010-09-02 12:22:00,2010-09-02 12:22:00,7,Austria,98,0,3.54,192.0,Low
12415,4,14070,577.02,2010-06-30 08:30:00,2010-11-29 15:07:00,168,Australia,10,152,144.255,3517.5,High
12416,1,132,16.88,2010-02-21 10:19:00,2010-02-21 10:19:00,11,Australia,291,0,16.88,132.0,Low
12417,11,1324,824.68,2009-12-06 10:30:00,2010-10-25 14:27:00,143,Belgium,45,323,74.97090909090909,120.36363636363636,High
12418,3,681,220.04,2010-03-19 14:47:00,2010-10-22 10:29:00,61,Switzerland,48,216,73.34666666666666,227.0,High
12419,2,227,70.09,2010-10-22 10:40:00,2010-11-19 10:04:00,22,Spain,20,27,35.045,113.5,Medium
12421,2,166,50.71,2010-07-22 13:57:00,2010-10-20 14:28:00,17,Spain,50,90,25.355,83.0,Low
12422,9,2212,328.97,2009-12-18 12:44:00,2010-11-10 13:19:00,107,Australia,29,327,36.55222222222223,245.77777777777777,High
12423,2,448,92.89,2010-08-31 09:31:00,2010-11-17 11:33:00,37,Denmark,22,78,46.445,224.0,Medium
12424,2,1285,117.98,2010-06-09 15:15:00,2010-10-13 10:29:00,59,Australia,57,125,58.99,642.5,Medium
12425,1,651,126.47,2010-09-17 14:10:00,2010-09-17 14:10:00,55,Portugal,83,0,126.47,651.0,Medium
12426,1,322,137.82,2010-02-15 08:41:00,2010-02-15 08:41:00,46,Germany,297,0,137.82,322.0,Medium
12427,1,76,31.25,2010-12-03 10:44:00,2010-12-03 10:44:00,9,Germany,6,0,31.25,76.0,Low
12429,5,1779,206.72,2010-06-11 13:28:00,2010-12-09 12:05:00,69,Denmark,0,180,41.344,355.8,High
12431,11,1796,612.78,2010-01-15 09:04:00,2010-12-01 10:03:00,130,Belgium,8,320,55.70727272727272,163.27272727272728,High
12433,5,6045,576.26,2010-08-20 09:23:00,2010-12-08 16:49:00,163,Norway,1,110,115.252,1209.0,High
12434,1,138,68.12,2010-11-23 13:38:00,2010-11-23 13:38:00,20,Australia,16,0,68.12,138.0,Medium
12435,4,2903,220.41,2009-12-02 13:58:00,2010-11-08 10:07:00,68,Denmark,31,340,55.1025,725.75,High
12437,20,5028,760.88,2009-12-02 16:24:00,2010-11-09 14:46:00,215,France,30,341,38.044,251.4,High
12439,2,484,265.71,2009-12-14 08:40:00,2010-01-26 12:11:00,69,Cyprus,317,43,132.855,242.0,Medium
12440,2,328,94.34,2009-12-22 12:03:00,2010-09-03 13:11:00,20,Austria,97,255,47.17,164.0,Medium
12441,1,120,22.71,2010-12-08 10:45:00,2010-12-08 10:45:00,10,France,1,0,22.71,120.0,Low
12443,1,179,83.28,2009-12-07 15:42:00,2009-12-07 15:42:00,20,Norway,367,0,83.28,179.0,Medium
12445,1,144,55.34,2010-10-15 12:28:00,2010-10-15 12:28:00,20,Spain,55,0,55.34,144.0,Medium
12449,1,724,8.93,2010-09-27 09:37:00,2010-09-27 09:37:00,9,Denmark,73,0,8.93,724.0,Low
12450,3,314,69.49,2010-08-22 13:11:00,2010-11-05 16:27:00,25,Spain,34,75,23.16333333333333,104.66666666666667,Medium
12451,3,2784,356.87,2010-06-28 12:58:00,2010-09-02 15:38:00,147,Switzerland,98,66,118.95666666666666,928.0,High
12454,3,6696,69.56,2010-10-14 17:33:00,2010-11-09 10:09:00,8,Spain,30,25,23.186666666666667,2232.0,Medium
12455,4,1211,573.11,2009-12-18 12:33:00,2010-09-20 14:39:00,120,Cyprus,80,276,143.2775,302.75,High
12457,1,248,99.88,2010-09-30 17:59:00,2010-09-30 17:59:00,21,Switzerland,70,0,99.88,248.0,Medium
12458,2,477,93.65,2010-08-09 10:33:00,2010-10-08 11:36:00,43,Switzerland,62,60,46.825,238.5,Medium
12459,1,256,67.42,2010-04-13 14:53:00,2010-04-13 14:53:00,22,Spain,240,0,67.42,256.0,Medium
12460,1,168,63.86,2010-09-09 13:51:00,2010-09-09 13:51:00,17,Belgium,91,0,63.86,168.0,Medium
12467,1,129,14.56,2010-10-12 15:41:00,2010-10-12 15:41:00,9,USA,58,0,14.56,129.0,Low
12468,3,1815,228.74,2010-01-26 10:09:00,2010-07-01 10:28:00,101,Germany,161,156,76.24666666666667,605.0,Medium
12469,2,2552,227.97,2010-06-21 10:30:00,2010-07-05 12:40:00,76,Thailand,157,14,113.985,1276.0,Medium
12470,1,95,90.35,2010-01-19 11:01:00,2010-01-19 11:01:00,23,Unspecified,324,0,90.35,95.0,Medium
12471,44,8541,1823.68,2009-12-07 10:41:00,2010-11-30 14:35:00,156,Germany,9,358,41.447272727272725,194.11363636363637,High
12472,13,7153,1135.18,2009-12-14 10:49:00,2010-12-05 14:19:00,311,Germany,4,356,87.32153846153847,550.2307692307693,High
12474,11,3083,681.61,2010-02-11 09:41:00,2010-11-26 12:19:00,196,Germany,13,288,61.96454545454546,280.27272727272725,High
12475,1,234,67.84,2010-10-26 08:49:00,2010-10-26 08:49:00,24,Germany,44,0,67.84,234.0,Medium
12476,7,3190,1044.48,2010-07-26 09:04:00,2010-11-07 15:34:00,224,Germany,32,104,149.21142857142857,455.7142857142857,High
12477,3,2466,1044.22,2010-03-26 14:01:00,2010-11-05 09:35:00,209,Germany,34,223,348.0733333333333,822.0,High
12480,3,1232,248.14,2010-07-20 13:21:00,2010-11-05 15:08:00,78,Germany,34,108,82.71333333333332,410.6666666666667,Medium
12481,5,3932,428.2,2010-04-11 13:10:00,2010-12-09 10:13:00,138,Germany,0,241,85.64,786.4,High
12482,27,27040,276.08,2010-02-24 10:24:00,2010-05-12 16:51:00,41,Sweden,211,77,10.225185185185184,1001.4814814814815,High
12483,11,1049,130.95000000000002,2010-01-31 13:28:00,2010-11-26 12:35:00,34,Sweden,13,298,11.904545454545456,95.36363636363636,High
12484,5,1072,322.91,2010-01-27 16:41:00,2010-08-13 13:45:00,109,Spain,118,197,64.58200000000001,214.4,High
12485,1,414,81.96,2010-06-28 15:22:00,2010-06-28 15:22:00,34,Sweden,164,0,81.96,414.0,Medium
12486,1,520,161.08,2010-10-04 12:14:00,2010-10-04 12:14:00,48,Sweden,66,0,161.08,520.0,Medium
12487,1,174,4.0,2009-12-09 11:36:00,2009-12-09 11:36:00,2,Sweden,365,0,4.0,174.0,Low
12490,10,2816,430.49,2009-12-01 12:52:00,2010-11-26 14:16:00,116,France,13,360,43.049,281.6,High
12492,1,248,52.0,2010-11-01 14:58:00,2010-11-01 14:58:00,21,Germany,38,0,52.0,248.0,Medium
12494,3,275,96.29,2010-05-12 13:52:00,2010-12-09 11:31:00,27,France,0,210,32.09666666666667,91.66666666666667,High
12495,1,128,57.0,2010-03-09 10:53:00,2010-03-09 10:53:00,16,Sweden,275,0,57.0,128.0,Medium
12496,2,33,28.02,2010-03-29 13:57:00,2010-03-29 14:06:00,10,Spain,255,0,14.01,16.5,Low
12497,2,4440,60.09,2010-03-05 09:39:00,2010-11-04 12:31:00,29,Germany,35,244,30.045,2220.0,High
12499,1,300,44.9,2010-05-28 15:12:00,2010-05-28 15:12:00,26,Germany,195,0,44.9,300.0,Medium
12500,7,688,219.81,2010-02-04 15:05:00,2010-09-30 18:45:00,60,Germany,70,238,31.40142857142857,98.28571428571429,High
12503,1,560,1.6,2010-05-04 13:59:00,2010-05-04 13:59:00,1,Spain,219,0,1.6,560.0,Low
12504,2,366,8.600000000000001,2010-04-22 10:24:00,2010-10-18 15:09:00,7,Germany,52,179,4.300000000000001,183.0,Low
12505,1,318,158.35,2010-10-27 09:18:00,2010-10-27 09:18:00,41,Italy,43,0,158.35,318.0,Medium
12507,1,359,71.1,2010-05-04 09:23:00,2010-05-04 09:23:00,27,Spain,219,0,71.1,359.0,Medium
12510,5,1674,266.66,2009-12-04 13:47:00,2010-09-06 14:27:00,83,Spain,94,276,53.33200000000001,334.8,High
12511,1,1753,651.83,2010-10-07 10:39:00,2010-10-07 10:39:00,190,Greece,63,0,651.83,1753.0,Medium
12514,1,400,59.3,2010-03-08 12:18:00,2010-03-08 12:18:00,33,Italy,276,0,59.3,400.0,Medium
12516,2,1064,58.33,2010-04-19 14:14:00,2010-10-05 09:43:00,37,Germany,65,168,29.165,532.0,Medium
12519,1,210,54.03,2010-08-20 08:21:00,2010-08-20 08:21:00,21,Germany,111,0,54.03,210.0,Medium
12523,12,1396,453.53,2009-12-07 13:46:00,2010-11-30 12:31:00,104,France,9,357,37.79416666666666,116.33333333333333,High
12524,9,3435,190.72,2010-02-08 14:41:00,2010-11-16 09:08:00,64,Germany,23,280,21.191111111111113,381.6666666666667,High
12525,3,504,162.36,2010-03-02 14:01:00,2010-07-29 16:08:00,55,France,133,149,54.120000000000005,168.0,Medium
12527,2,292,30.200000000000003,2010-06-28 15:37:00,2010-08-02 12:23:00,13,Germany,129,34,15.100000000000001,146.0,Low
12529,1,192,63.86,2010-06-29 13:10:00,2010-06-29 13:10:00,21,France,163,0,63.86,192.0,Medium
12530,5,1788,171.6,2010-03-07 14:37:00,2010-10-20 15:15:00,65,Germany,50,227,34.32,357.6,High
12531,1,1065,242.85,2010-01-22 14:17:00,2010-01-22 14:17:00,109,Germany,321,0,242.85,1065.0,Medium
12533,2,696,201.82,2009-12-01 11:50:00,2010-03-22 10:56:00,62,Germany,262,110,100.91,348.0,Medium
12537,1,446,85.68,2010-10-27 08:36:00,2010-10-27 08:36:00,42,Sweden,43,0,85.68,446.0,Medium
12538,1,145,53.67,2010-11-26 13:02:00,2010-11-26 13:02:00,13,Spain,13,0,53.67,145.0,Medium
12539,3,2467,735.48,2009-12-23 13:00:00,2010-09-15 09:50:00,126,Spain,85,265,245.16,822.3333333333334,High
12540,15,4291,748.9,2009-12-07 16:56:00,2010-11-26 10:43:00,170,Spain,13,353,49.92666666666666,286.06666666666666,High
12542,2,522,96.14,2010-03-09 16:26:00,2010-08-12 19:12:00,39,Spain,119,156,48.07,261.0,Medium
12543,1,683,84.37,2010-09-17 15:51:00,2010-09-17 15:51:00,42,Spain,83,0,84.37,683.0,Medium
12547,1,174,12.07,2010-07-27 13:55:00,2010-07-27 13:55:00,12,Spain,135,0,12.07,174.0,Low
12549,5,1365,75.78999999999999,2010-01-11 12:29:00,2010-05-13 12:05:00,37,USA,210,121,15.157999999999998,273.0,Medium
12553,2,355,182.46,2010-10-12 13:35:00,2010-11-19 12:18:00,38,France,20,37,91.23,177.5,Medium
12554,1,237,71.43,2010-09-17 12:29:00,2010-09-17 12:29:00,25,Spain,83,0,71.43,237.0,Medium
12557,4,2398,54.23,2009-12-17 10:39:00,2010-12-03 12:20:00,15,Spain,6,351,13.5575,599.5,High
12562,2,540,104.37,2010-09-30 13:13:00,2010-11-19 09:35:00,32,France,20,49,52.185,270.0,Medium
12563,1,112,22.98,2010-10-27 09:52:00,2010-10-27 09:52:00,12,Italy,43,0,22.98,112.0,Low
12567,7,1756,682.03,2010-02-11 10:30:00,2010-12-07 10:36:00,145,France,2,299,97.43285714285715,250.85714285714286,High
12568,1,47,13.17,2010-03-05 09:15:00,2010-03-05 09:15:00,4,Germany,279,0,13.17,47.0,Low
12573,4,395,204.69,2010-08-31 17:25:00,2010-11-23 13:01:00,83,France,16,83,51.1725,98.75,Medium
12575,2,312,99.67,2010-07-01 09:15:00,2010-09-08 13:09:00,33,France,92,69,49.835,156.0,Medium
12576,3,525,114.78,2010-07-01 13:46:00,2010-11-12 12:44:00,50,Poland,27,133,38.26,175.0,Medium
12577,5,725,283.79,2009-12-03 19:31:00,2010-11-23 14:06:00,144,France,16,354,56.758,145.0,High
12578,2,1176,119.53,2010-09-22 11:19:00,2010-11-19 17:21:00,52,Italy,20,58,59.765,588.0,Medium
12580,1,328,70.61,2010-05-12 11:45:00,2010-05-12 11:45:00,33,Germany,211,0,70.61,328.0,Medium
12582,2,685,282.02,2010-05-11 09:55:00,2010-10-13 10:52:00,79,Finland,57,155,141.01,342.5,Medium
12583,13,3892,443.58,2009-12-06 11:57:00,2010-12-01 08:45:00,86,France,8,359,34.121538461538464,299.38461538461536,High
12586,3,608,435.32,2009-12-16 13:15:00,2010-11-30 10:47:00,76,Italy,9,348,145.10666666666665,202.66666666666666,High
12588,2,380,114.52,2010-04-21 12:22:00,2010-11-05 12:38:00,26,Finland,34,198,57.26,190.0,Medium
12589,4,1439,441.88,2010-01-19 12:26:00,2010-10-14 11:54:00,98,France,56,267,110.47,359.75,High
12591,2,444,145.1,2010-10-27 10:42:00,2010-11-14 14:32:00,37,Italy,25,18,72.55,222.0,Medium
12592,2,1578,66.82,2010-07-08 14:06:00,2010-07-08 14:26:00,30,Germany,154,0,33.41,789.0,Medium
12594,5,989,183.34,2010-03-03 13:51:00,2010-11-26 12:17:00,59,Italy,13,267,36.668,197.8,High
12595,1,270,42.62,2010-07-23 09:10:00,2010-07-23 09:10:00,18,Germany,139,0,42.62,270.0,Medium
12598,3,935,167.02,2010-03-01 09:58:00,2010-09-02 14:22:00,68,France,98,185,55.67333333333334,311.6666666666667,Medium
12599,6,1226,75.34,2010-05-11 10:42:00,2010-11-23 15:49:00,36,France,16,196,12.556666666666667,204.33333333333334,High
12600,11,621,233.99,2009-12-07 13:37:00,2010-12-03 12:57:00,30,Germany,6,360,21.271818181818183,56.45454545454545,High
12601,1,44,30.95,2010-10-31 10:57:00,2010-10-31 10:57:00,5,Germany,39,0,30.95,44.0,Low
12605,3,921,115.03,2010-09-07 14:21:00,2010-11-28 14:18:00,62,Germany,11,81,38.343333333333334,307.0,Medium
12608,1,323,26.04,2010-10-31 10:49:00,2010-10-31 10:49:00,16,United Kingdom,39,0,26.04,323.0,Medium
12609,6,891,371.45,2009-12-20 13:30:00,2010-11-30 14:48:00,83,Germany,9,345,61.90833333333333,148.5,High
12613,5,2503,428.12,2009-12-14 13:10:00,2010-11-16 17:17:00,131,Germany,23,337,85.624,500.6,High
12615,4,1931,466.33,2010-03-18 14:09:00,2010-10-22 09:45:00,146,France,48,217,116.5825,482.75,High
12616,1,212,62.95,2010-11-16 11:38:00,2010-11-16 11:38:00,21,France,23,0,62.95,212.0,Medium
12619,1,140,25.48,2010-05-28 12:52:00,2010-05-28 12:52:00,10,Germany,195,0,25.48,140.0,Low
12621,16,6439,709.16,2010-02-09 12:01:00,2010-12-09 10:16:00,162,Germany,0,302,44.3225,402.4375,High
12623,6,1759,357.99,2010-01-12 11:45:00,2010-10-19 09:35:00,108,Germany,51,279,59.665,293.1666666666667,High
12625,2,1685,199.71,2010-04-22 11:33:00,2010-07-18 15:56:00,84,Germany,144,87,99.855,842.5,Medium
12629,2,713,99.9,2010-10-12 16:40:00,2010-11-19 09:18:00,39,Sweden,20,37,49.95,356.5,Medium
12631,5,1371,432.42,2010-01-15 14:50:00,2010-09-09 14:50:00,105,Finland,91,237,86.48400000000001,274.2,High
12632,2,689,42.17,2010-05-24 09:07:00,2010-07-07 09:39:00,31,Germany,155,44,21.085,344.5,Medium
12633,3,2060,554.46,2010-07-02 11:44:00,2010-11-22 13:09:00,181,Germany,17,143,184.82000000000002,686.6666666666666,High
12634,1,336,25.55,2010-06-09 15:41:00,2010-06-09 15:41:00,19,USA,183,0,25.55,336.0,Medium
12635,2,770,182.05,2010-09-09 10:50:00,2010-11-12 15:46:00,76,Germany,27,64,91.025,385.0,Medium
12637,4,1282,561.79,2010-06-14 13:36:00,2010-11-26 13:50:00,162,France,13,165,140.4475,320.5,High
12638,1,84,22.0,2010-03-10 10:30:00,2010-03-10 10:30:00,8,Sweden,274,0,22.0,84.0,Low
12639,2,427,97.99,2010-03-22 09:05:00,2010-10-01 12:17:00,38,Sweden,69,193,48.995,213.5,Medium
12643,5,2974,45.04,2010-04-07 14:16:00,2010-11-19 12:42:00,13,France,20,225,9.008,594.8,High
12644,3,706,272.37,2010-01-14 13:02:00,2010-10-05 10:23:00,75,Germany,65,263,90.79,235.33333333333334,High
12645,4,1031,156.8,2010-02-09 10:49:00,2010-10-26 18:44:00,71,Germany,44,259,39.2,257.75,High
12647,26,5335,1364.23,2010-01-13 15:06:00,2010-12-07 12:28:00,217,Germany,2,327,52.47038461538462,205.19230769230768,High
12648,3,354,136.52,2010-01-07 18:38:00,2010-09-28 10:35:00,31,Germany,72,263,45.50666666666667,118.0,Medium
12649,5,1365,164.66,2010-01-12 17:24:00,2010-11-22 12:57:00,74,Germany,17,313,32.932,273.0,High
12651,3,187,41.0,2010-08-31 15:21:00,2010-11-26 11:58:00,21,France,13,86,13.666666666666666,62.333333333333336,Low
12652,1,31,15.0,2010-10-01 15:16:00,2010-10-01 15:16:00,3,Germany,69,0,15.0,31.0,Low
12653,1,762,125.18,2010-07-01 09:56:00,2010-07-01 09:56:00,43,Israel,161,0,125.18,762.0,Medium
12655,1,79,69.85,2010-10-12 09:17:00,2010-10-12 09:17:00,15,France,58,0,69.85,79.0,Medium
12656,3,1123,345.77,2010-05-26 09:00:00,2010-10-10 10:43:00,107,France,60,137,115.25666666666666,374.3333333333333,High
12661,1,216,9.65,2010-09-29 16:46:00,2010-09-29 16:46:00,11,Sweden,71,0,9.65,216.0,Low
12662,10,1504,463.4,2010-04-01 09:50:00,2010-12-01 13:04:00,93,Germany,8,244,46.339999999999996,150.4,High
12663,2,178,22.4,2010-02-09 14:28:00,2010-03-25 09:40:00,8,Germany,259,43,11.2,89.0,Low
12664,2,288,21.78,2009-12-13 10:28:00,2010-07-13 13:28:00,3,Finland,149,212,10.89,144.0,Low
12665,2,126,27.15,2010-02-08 15:11:00,2010-10-18 11:34:00,12,Germany,52,251,13.575,63.0,Low
12666,1,370,119.25,2010-11-10 16:40:00,2010-11-10 16:40:00,31,Israel,29,0,119.25,370.0,Medium
12668,5,3402,1103.63,2010-01-31 15:45:00,2010-11-26 11:48:00,232,Germany,13,298,220.72600000000003,680.4,High
12670,2,226,91.21,2010-02-11 10:13:00,2010-11-19 10:05:00,20,France,20,280,45.605,113.0,Medium
12671,1,1459,122.69,2010-04-12 16:30:00,2010-04-12 16:30:00,44,Germany,241,0,122.69,1459.0,Medium
12672,1,58,46.7,2010-04-23 09:57:00,2010-04-23 09:57:00,11,France,230,0,46.7,58.0,Low
12673,1,346,78.35,2010-11-03 10:46:00,2010-11-03 10:46:00,31,Germany,36,0,78.35,346.0,Medium
12675,2,334,399.07,2010-05-10 16:44:00,2010-06-04 09:49:00,110,Italy,188,24,199.535,167.0,Medium
12676,4,1190,89.24,2010-08-13 13:29:00,2010-10-27 09:36:00,46,Sweden,43,74,22.31,297.5,Medium
12677,2,174,49.15,2010-02-11 13:55:00,2010-06-02 14:30:00,12,France,190,111,24.575,87.0,Low
12678,6,11446,335.44,2010-01-07 16:46:00,2010-11-29 09:55:00,138,France,10,325,55.906666666666666,1907.6666666666667,High
12681,23,9972,1943.45,2009-12-13 13:31:00,2010-12-07 10:08:00,340,France,2,358,84.49782608695652,433.5652173913044,High
12682,22,5383,1386.9,2009-12-01 09:28:00,2010-12-09 14:49:00,209,France,0,373,63.040909090909096,244.6818181818182,High
12683,8,2672,432.5,2009-12-13 15:01:00,2010-12-09 12:17:00,142,France,0,360,54.0625,334.0,High
12686,1,106,4.81,2010-12-03 09:51:00,2010-12-03 09:51:00,6,France,6,0,4.81,106.0,Low
12687,1,1402,284.93,2010-08-16 12:12:00,2010-08-16 12:12:00,125,Sweden,115,0,284.93,1402.0,Medium
12691,1,50,19.55,2010-10-15 12:00:00,2010-10-15 12:00:00,6,France,55,0,19.55,50.0,Low
12692,1,36,40.6,2010-03-12 14:02:00,2010-03-12 14:02:00,13,France,272,0,40.6,36.0,Low
12693,3,273,134.4,2010-07-05 13:56:00,2010-11-08 14:57:00,34,Germany,31,126,44.800000000000004,91.0,Medium
12694,1,842,78.92,2010-10-14 19:39:00,2010-10-14 19:39:00,45,France,56,0,78.92,842.0,Medium
12695,3,232,170.51,2010-02-12 13:22:00,2010-06-29 16:12:00,27,France,163,137,56.836666666666666,77.33333333333333,Medium
12696,2,561,81.39,2010-07-19 10:02:00,2010-10-01 10:43:00,42,Finland,69,74,40.695,280.5,Medium
12698,1,108,63.6,2010-04-28 15:51:00,2010-04-28 15:51:00,15,Germany,225,0,63.6,108.0,Medium
12699,1,369,109.56,2010-10-18 12:07:00,2010-10-18 12:07:00,40,Germany,52,0,109.56,369.0,Medium
12701,4,1042,202.19,2010-03-16 13:23:00,2010-06-28 13:44:00,79,Germany,164,104,50.5475,260.5,Medium
12703,3,426,106.67,2010-01-24 12:05:00,2010-03-16 13:22:00,43,Germany,268,51,35.556666666666665,142.0,Medium
12705,5,3182,557.58,2010-06-24 09:51:00,2010-11-21 13:59:00,195,Germany,18,150,111.516,636.4,High
12708,9,1197,432.44,2009-12-18 10:25:00,2010-12-06 10:43:00,79,Germany,3,353,48.04888888888889,133.0,High
12709,18,10027,834.6899999999999,2009-12-09 13:49:00,2010-12-08 09:49:00,150,Germany,1,363,46.37166666666666,557.0555555555555,High
12711,2,763,118.76,2010-02-01 11:30:00,2010-04-07 11:59:00,55,Germany,246,65,59.38,381.5,Medium
12712,10,1269,439.65,2009-12-09 10:46:00,2010-12-09 11:39:00,98,Germany,0,365,43.964999999999996,126.9,High
12714,7,5657,1041.4,2009-12-04 10:00:00,2010-11-16 18:10:00,323,France,23,347,148.77142857142857,808.1428571428571,High
12717,1,93,45.39,2010-04-28 14:34:00,2010-04-28 14:34:00,15,Greece,225,0,45.39,93.0,Low
12720,5,1629,357.31,2010-07-21 09:46:00,2010-12-05 15:21:00,128,Germany,4,137,71.462,325.8,High
12721,2,690,280.18,2010-08-25 11:07:00,2010-11-19 15:13:00,72,France,20,86,140.09,345.0,Medium
12724,3,927,165.66,2010-06-22 14:00:00,2010-11-21 13:26:00,65,France,18,151,55.22,309.0,High
